data_type,collector,purpose
UNSPECIFIED_DATA,we,"analytics, services"
actual address,we,"analytics, services"
age,we,"analytics, services"
anonymous identifier,UNSPECIFIED_ACTOR,advertising
anonymous identifier,we,"analytics, services, advertising, security"
browser type,we,"analytics, services, advertising, security"
browser version,we,"analytics, services, advertising, security"
citizenship,we,"analytics, services"
collect datum,Google,advertising
collect datum,we,"analytics, services, advertising, security"
contact information,we,"analytics, services"
credit / debit card number,third party payment processor govern,
date of birth,we,"analytics, services, advertising, security"
datum collect,Google,"advertising, analytics"
detail of document on education,we,"analytics, services, advertising, security"
device identifier,we,"analytics, services, advertising, security"
diagnostic datum,we,"analytics, services, advertising, security"
email address,we,"analytics, services, advertising, security"
family member,we,"analytics, services, advertising, security"
gender,we,"analytics, services, advertising, security"
geolocation,we,"analytics, services, advertising, security"
information browser send,we,"analytics, services, advertising, security"
information on bonus,we,"analytics, services, advertising, security"
information on marital status,we,"analytics, services, advertising, security"
information result from use of service,we,"analytics, services, advertising, security"
ip address,we,"analytics, services, advertising, security"
minimum information,we,"analytics, services, advertising, security"
mobile operate system,we,"analytics, services, advertising, security"
passport number,we,"analytics, services, advertising, security"
personal information,UNSPECIFIED_ACTOR,"advertising, services"
personal information,we,"analytics, services, advertising, security"
phone number,we,"analytics, services, advertising, security"
place of birth,we,"analytics, services, advertising, security"
preference cookies,we,"analytics, services, advertising, security"
registration,we,"analytics, services, advertising, security"
session cookies,we,"analytics, services, advertising, security"
several different type of information,we,"analytics, services, advertising, security"
ssn,we,"analytics, services, advertising, security"
time,we,"analytics, services, advertising, security"
youtube video identifier of video you upload through service,we,"analytics, services, advertising, security"
