data_type,collector,purpose
Google,analytic provider,"advertising, analytics, security, services"
Microsoft,analytic provider,"advertising, analytics, security, services"
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,
UNSPECIFIED_DATA,we,legal
account information,we,legal
action take through services,we,"legal, analytics"
aggregation,we,"legal, analytics"
analytic datum about service,we,"legal, analytics"
attachment you send to we,we,"legal, analytics"
backup,we,"legal, analytics"
browsing / search history,advertiser,
browsing / search history,analytic provider,
cache copy of information,we,"legal, analytics"
commercial information,we,"legal, analytics"
communication,UNSPECIFIED_ACTOR,
company size,we,"legal, analytics, services, advertising"
content of message,we,"legal, analytics"
cookie / pixel tag,we,"legal, analytics"
course completion datum,we,"legal, analytics"
credit / debit card number,Lucid Software,
credit / debit card number,UNSPECIFIED_ACTOR,
credit / debit card number,advertising partners,"advertising, analytics, security, services"
credit / debit card number,advisor,
credit / debit card number,analytic provider,"advertising, analytics, security, services"
credit / debit card number,employer,"advertising, analytics, security, services"
credit / debit card number,integration,"advertising, analytics, security, services"
credit / debit card number,lucid,
credit / debit card number,marketing services,"advertising, analytics, security, services"
credit / debit card number,potential transactional partner,
credit / debit card number,service provider,"advertising, analytics, security, services"
credit / debit card number,social media,"advertising, analytics, security, services"
credit / debit card number,we,"legal, analytics, services, advertising, security"
credit card,third party payment processor,
date,we,"legal, analytics"
description,Lucid Software,
description,UNSPECIFIED_ACTOR,
description,advertising partners,"advertising, analytics, security, services"
description,advisor,
description,analytic provider,"advertising, analytics, security, services"
description,employer,"advertising, analytics, security, services"
description,integration,"advertising, analytics, security, services"
description,lucid,
description,marketing services,"advertising, analytics, security, services"
description,potential transactional partner,
description,service provider,"advertising, analytics, security, services"
description,social media,"advertising, analytics, security, services"
description,we,"legal, analytics, services, advertising, security"
document,we,"legal, analytics"
document you create,we,"legal, analytics, services"
email address,Lucid Software,
email address,UNSPECIFIED_ACTOR,
email address,advertising partners,"advertising, analytics, security, services"
email address,advisor,
email address,analytic provider,"advertising, analytics, security, services"
email address,employer,"advertising, analytics, security, services"
email address,integration,"advertising, analytics, security, services"
email address,lucid,
email address,marketing services,"advertising, analytics, security, services"
email address,potential transactional partner,
email address,representative of organization,
email address,service provider,"advertising, analytics, security, services"
email address,social media,"advertising, analytics, security, services"
email address,we,"legal, analytics"
email address,we,"legal, analytics, services, advertising"
email address,we,"legal, analytics, services, advertising, security"
employment,Lucid Software,
employment,UNSPECIFIED_ACTOR,
employment,advertising partners,"advertising, analytics, security, services"
employment,advisor,
employment,analytic provider,"advertising, analytics, security, services"
employment,employer,"advertising, analytics, security, services"
employment,integration,"advertising, analytics, security, services"
employment,lucid,
employment,marketing services,"advertising, analytics, security, services"
employment,potential transactional partner,
employment,service provider,"advertising, analytics, security, services"
employment,social media,"advertising, analytics, security, services"
employment,we,"legal, analytics, services, advertising, security"
employment history,Lucid Software,
employment history,UNSPECIFIED_ACTOR,
employment history,advertising partners,"advertising, analytics, security, services"
employment history,advisor,
employment history,analytic provider,"advertising, analytics, security, services"
employment history,employer,"advertising, analytics, security, services"
employment history,integration,"advertising, analytics, security, services"
employment history,lucid,
employment history,marketing services,"advertising, analytics, security, services"
employment history,potential transactional partner,
employment history,service provider,"advertising, analytics, security, services"
employment history,social media,"advertising, analytics, security, services"
employment history,we,"legal, analytics, services, advertising, security"
error report,we,"legal, analytics, services, advertising"
financial information,Lucid Software,
financial information,UNSPECIFIED_ACTOR,
financial information,advertising partners,"advertising, analytics, security, services"
financial information,advisor,
financial information,analytic provider,"advertising, analytics, security, services"
financial information,employer,"advertising, analytics, security, services"
financial information,integration,"advertising, analytics, security, services"
financial information,lucid,
financial information,marketing services,"advertising, analytics, security, services"
financial information,potential transactional partner,
financial information,service provider,"advertising, analytics, security, services"
financial information,social media,"advertising, analytics, security, services"
financial information,third party payment processor,
financial information,we,"legal, analytics, services, advertising, security"
identifier,we,"legal, analytics"
identifier,we,"legal, analytics, services, advertising"
identity verification,we,"legal, analytics"
identity verification,we,"legal, analytics, services, advertising"
inference draw from personal information,we,"legal, analytics"
inference draw from personal information,we,"legal, analytics, services, advertising"
information about use of website,analytic provider,
information request through online application question,we,"legal, analytics, services, advertising, security"
