data_type,collector,purpose
UNSPECIFIED_DATA,we,
cookie / pixel tag,juniper networks,"analytics, services"
cookie / pixel tag,service provider,"analytics, services"
cookie / pixel tag,we,"advertising, analytics"
device identifier,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
device identifier,channel partner,"advertising, analytics, legal, security, services"
device identifier,distributor,"advertising, analytics, legal, security, services"
device identifier,juniper networks,"analytics, services"
device identifier,oem,"advertising, analytics, legal, security, services"
device identifier,reseller,"advertising, analytics, legal, security, services"
device identifier,service provider,"analytics, services, advertising, legal, security"
device identifier,supplier,"advertising, analytics, legal, security, services"
device identifier,we,"advertising, analytics, legal, security, services"
geolocation,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
geolocation,channel partner,"advertising, analytics, legal, security, services"
geolocation,distributor,"advertising, analytics, legal, security, services"
geolocation,juniper networks,"analytics, services"
geolocation,oem,"advertising, analytics, legal, security, services"
geolocation,reseller,"advertising, analytics, legal, security, services"
geolocation,service provider,"analytics, services, advertising, legal, security"
geolocation,supplier,"advertising, analytics, legal, security, services"
geolocation,we,"advertising, analytics, legal, security, services"
information require,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
information require,channel partner,"advertising, analytics, legal, security, services"
information require,distributor,"advertising, analytics, legal, security, services"
information require,juniper networks,"analytics, services"
information require,oem,"advertising, analytics, legal, security, services"
information require,reseller,"advertising, analytics, legal, security, services"
information require,service provider,"analytics, services, advertising, legal, security"
information require,supplier,"advertising, analytics, legal, security, services"
information require,we,"advertising, analytics, legal, security, services"
innovation way,we,"advertising, analytics, legal, security, services"
interest,we,"advertising, analytics"
internet activity,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
internet activity,channel partner,"advertising, analytics, legal, security, services"
internet activity,distributor,"advertising, analytics, legal, security, services"
internet activity,juniper networks,"analytics, services"
internet activity,oem,"advertising, analytics, legal, security, services"
internet activity,reseller,"advertising, analytics, legal, security, services"
internet activity,service provider,"analytics, services, advertising, legal, security"
internet activity,supplier,"advertising, analytics, legal, security, services"
internet activity,we,"advertising, analytics, legal, security, services"
ip address,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
ip address,channel partner,"advertising, analytics, legal, security, services"
ip address,distributor,"advertising, analytics, legal, security, services"
ip address,juniper networks,"analytics, services"
ip address,oem,"advertising, analytics, legal, security, services"
ip address,reseller,"advertising, analytics, legal, security, services"
ip address,service provider,"analytics, services, advertising, legal, security"
ip address,supplier,"advertising, analytics, legal, security, services"
ip address,we,"advertising, analytics, legal, security, services"
mist systems,juniper networks,"analytics, services"
person name,juniper networks,"analytics, services"
personal data customer elect,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
personal data customer elect,channel partner,"advertising, analytics, legal, security, services"
personal data customer elect,distributor,"advertising, analytics, legal, security, services"
personal data customer elect,juniper networks,"analytics, services"
personal data customer elect,oem,"advertising, analytics, legal, security, services"
personal data customer elect,reseller,"advertising, analytics, legal, security, services"
personal data customer elect,service provider,"analytics, services, advertising, legal, security"
personal data customer elect,supplier,"advertising, analytics, legal, security, services"
personal data customer elect,we,"advertising, analytics, legal, security, services"
personal datum collect on,juniper networks,"analytics, services"
preference,we,"advertising, analytics, legal, security, services"
professional title role,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
professional title role,channel partner,"advertising, analytics, legal, security, services"
professional title role,distributor,"advertising, analytics, legal, security, services"
professional title role,juniper networks,"analytics, services"
professional title role,oem,"advertising, analytics, legal, security, services"
professional title role,reseller,"advertising, analytics, legal, security, services"
professional title role,service provider,"analytics, services, advertising, legal, security"
professional title role,supplier,"advertising, analytics, legal, security, services"
professional title role,we,"advertising, analytics, legal, security, services"
social medium account information,UNSPECIFIED_ACTOR,"advertising, analytics, legal, security, services"
social medium account information,channel partner,"advertising, analytics, legal, security, services"
social medium account information,distributor,"advertising, analytics, legal, security, services"
social medium account information,juniper networks,"analytics, services"
social medium account information,oem,"advertising, analytics, legal, security, services"
social medium account information,reseller,"advertising, analytics, legal, security, services"
social medium account information,service provider,"analytics, services, advertising, legal, security"
social medium account information,supplier,"advertising, analytics, legal, security, services"
social medium account information,we,"advertising, analytics, legal, security, services"
source of personal data,we,"advertising, analytics, legal, security, services"
