data_type,collector,purpose
UNSPECIFIED_DATA,service provider,
UNSPECIFIED_DATA,we,
cloud application provider,service provider,
cookie / pixel tag,we,"advertising, services"
device identification,UNSPECIFIED_ACTOR,
device identification,accountant,
device identification,government authority,
device identification,lawyer,
device identification,professional adviser,
device identification,regulator,
device identification,related company,
device identification,service provider,
device identification,supplier,
device identification,we,"advertising, services"
device identification,we,"advertising, services, legal, security"
email address,UNSPECIFIED_ACTOR,
email address,accountant,
email address,government authority,
email address,lawyer,
email address,professional adviser,
email address,regulator,
email address,related company,
email address,service provider,
email address,supplier,
email address,we,"advertising, services"
email address,we,"advertising, services, legal, security"
hardware statistic,UNSPECIFIED_ACTOR,
hardware statistic,accountant,
hardware statistic,government authority,
hardware statistic,lawyer,
hardware statistic,professional adviser,
hardware statistic,regulator,
hardware statistic,related company,
hardware statistic,service provider,
hardware statistic,supplier,
hardware statistic,we,"advertising, services"
hardware statistic,we,"advertising, services, legal, security"
information from delete account,we,"advertising, services, legal, security"
information you provide to we,UNSPECIFIED_ACTOR,
information you provide to we,accountant,
information you provide to we,government authority,
information you provide to we,lawyer,
information you provide to we,professional adviser,
information you provide to we,regulator,
information you provide to we,related company,
information you provide to we,service provider,
information you provide to we,supplier,
information you provide to we,we,"advertising, services, legal, security"
ip address,UNSPECIFIED_ACTOR,
ip address,accountant,
ip address,government authority,
ip address,lawyer,
ip address,professional adviser,
ip address,regulator,
ip address,related company,
ip address,service provider,
ip address,supplier,
ip address,we,"advertising, services, legal, security"
marketing service provider,service provider,
name of device,UNSPECIFIED_ACTOR,
name of device,accountant,
name of device,government authority,
name of device,lawyer,
name of device,professional adviser,
name of device,regulator,
name of device,related company,
name of device,service provider,
name of device,supplier,
name of device,we,"advertising, services, legal, security"
person name,UNSPECIFIED_ACTOR,
person name,accountant,
person name,government authority,
person name,lawyer,
person name,professional adviser,
person name,regulator,
person name,related company,
person name,service provider,
person name,supplier,
person name,we,"advertising, services, legal, security"
phone number,UNSPECIFIED_ACTOR,
phone number,accountant,
phone number,government authority,
phone number,lawyer,
phone number,professional adviser,
phone number,regulator,
phone number,related company,
phone number,service provider,
phone number,supplier,
phone number,we,"advertising, services, legal, security"
postal address,UNSPECIFIED_ACTOR,
postal address,accountant,
postal address,government authority,
postal address,lawyer,
postal address,professional adviser,
postal address,regulator,
postal address,related company,
postal address,service provider,
postal address,supplier,
postal address,we,"advertising, services, legal, security"
relate information share,we,"advertising, services, legal, security"
verifone payments b.v.,service provider,
