data_type,collector,purpose
Facebook,social media,
Microsoft,social media,
Twitter,social media,
UNSPECIFIED_DATA,advertiser,
UNSPECIFIED_DATA,tracking technologies,
UNSPECIFIED_DATA,we,
account name,we,
advertising id,tracking technologies,
analytic datum,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
analytic datum,advertiser,"advertising, analytics"
analytic datum,advisor,legal
analytic datum,company help,
analytic datum,flexera group company,"advertising, legal, services"
analytic datum,law enforcement,"legal, security, services"
analytic datum,promotional partner,legal
analytic datum,purchaser,legal
analytic datum,regulator,legal
analytic datum,service provider,legal
analytic datum,social media,
analytic datum,we,"advertising, analytics, services, security, legal"
calculate user,we,
clickstream datum,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
clickstream datum,advertiser,"advertising, analytics"
clickstream datum,advisor,legal
clickstream datum,company help,
clickstream datum,flexera group company,"advertising, legal, services"
clickstream datum,law enforcement,"legal, security, services"
clickstream datum,promotional partner,legal
clickstream datum,purchaser,legal
clickstream datum,regulator,legal
clickstream datum,service provider,legal
clickstream datum,social media,
clickstream datum,we,"advertising, analytics, services, security, legal"
commercial information,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
commercial information,advertiser,"advertising, analytics"
commercial information,advisor,legal
commercial information,company help,
commercial information,flexera group company,"advertising, legal, services"
commercial information,law enforcement,"legal, security, services"
commercial information,promotional partner,legal
commercial information,purchaser,legal
commercial information,regulator,legal
commercial information,service provider,legal
commercial information,social media,
commercial information,we,"advertising, analytics, services, security, legal"
company name,we,
computer device name,we,
cookie / pixel tag,Google,analytics
cookie / pixel tag,UNSPECIFIED_ACTOR,analytics
date of last interaction with customer service,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
date of last interaction with customer service,advertiser,"advertising, analytics"
date of last interaction with customer service,advisor,legal
date of last interaction with customer service,company help,
date of last interaction with customer service,flexera group company,"advertising, legal, services"
date of last interaction with customer service,law enforcement,"legal, security, services"
date of last interaction with customer service,promotional partner,legal
date of last interaction with customer service,purchaser,legal
date of last interaction with customer service,regulator,legal
date of last interaction with customer service,service provider,legal
date of last interaction with customer service,social media,
date of last interaction with customer service,we,"advertising, analytics, services, security, legal"
datum collect through track technology,we,"advertising, analytics, services"
device identifier,tracking technologies,
device information,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
device information,advertiser,"advertising, analytics"
device information,advisor,legal
device information,company help,
device information,flexera group company,"advertising, legal, services"
device information,law enforcement,"legal, security, services"
device information,promotional partner,legal
device information,purchaser,legal
device information,regulator,legal
device information,service provider,legal
device information,social media,
device information,we,"advertising, analytics, services, security, legal"
device type,tracking technologies,
email address,UNSPECIFIED_ACTOR,"analytics, advertising, legal"
email address,advertiser,"advertising, analytics"
email address,advisor,legal
email address,company help,
email address,flexera group company,"advertising, legal, services"
