data_type,collector,purpose
Facebook,social media,
Microsoft,social media,
Tandem,we,"advertising, services, analytics, legal, security"
UNSPECIFIED_DATA,service providers,
UNSPECIFIED_DATA,we,
age,UNSPECIFIED_ACTOR,
age,UNSPECIFIED_ACTOR,"advertising, analytics, services"
age,business partner,
age,social media,
age,vcita,"advertising, analytics"
age,vcita,"advertising, analytics, services"
age,we,
age,we,"advertising, services, analytics, legal, security"
aggregate personal information,UNSPECIFIED_ACTOR,
aggregate personal information,business partner,
aggregate personal information,social media,
aggregate personal information,vcita,"advertising, analytics"
aggregate personal information,we,
alias,UNSPECIFIED_ACTOR,
alias,UNSPECIFIED_ACTOR,"advertising, analytics, services"
alias,business partner,
alias,social media,
alias,vcita,"advertising, analytics"
alias,vcita,"advertising, analytics, services"
alias,we,
alias,we,"advertising, services, analytics, legal, security"
amount,UNSPECIFIED_ACTOR,
amount,UNSPECIFIED_ACTOR,"advertising, analytics, services"
amount,business partner,
amount,social media,
amount,vcita,"advertising, analytics"
amount,vcita,"advertising, analytics, services"
amount,we,
amount,we,"advertising, services, analytics, legal, security"
answer,we,
app market,we,"advertising, services, analytics, legal, security"
bank account information,UNSPECIFIED_ACTOR,
bank account information,UNSPECIFIED_ACTOR,"advertising, analytics, services"
bank account information,business partner,
bank account information,social media,
bank account information,vcita,"advertising, analytics"
bank account information,vcita,"advertising, analytics, services"
bank account information,we,
bank account information,we,"advertising, services, analytics, legal, security"
billing detail,UNSPECIFIED_ACTOR,
billing detail,UNSPECIFIED_ACTOR,"advertising, analytics, services"
billing detail,business partner,
billing detail,social media,
billing detail,vcita,"advertising, analytics"
billing detail,vcita,"advertising, analytics, services"
billing detail,we,
billing detail,we,"advertising, services, analytics, legal, security"
brand,we,"advertising, services, analytics, legal, security"
browser type,UNSPECIFIED_ACTOR,
browser type,UNSPECIFIED_ACTOR,"advertising, analytics, services"
browser type,business partner,
browser type,social media,
browser type,vcita,"advertising, analytics"
browser type,vcita,"advertising, analytics, services"
browser type,we,
browser type,we,"advertising, services, analytics, legal, security"
business need,UNSPECIFIED_ACTOR,
business need,UNSPECIFIED_ACTOR,"advertising, analytics, services"
business need,business partner,
business need,social media,
business need,vcita,"advertising, analytics"
business need,vcita,"advertising, analytics, services"
business need,we,
business need,we,"advertising, services, analytics, legal, security"
click history,UNSPECIFIED_ACTOR,
click history,UNSPECIFIED_ACTOR,"advertising, analytics, services"
click history,business partner,
click history,social media,
click history,vcita,"advertising, analytics"
click history,vcita,"advertising, analytics, services"
click history,we,
click history,we,"advertising, services, analytics, legal, security"
contact information,UNSPECIFIED_ACTOR,
contact information,UNSPECIFIED_ACTOR,"advertising, analytics, services"
contact information,business partner,
contact information,social media,
contact information,vcita,"advertising, analytics"
contact information,vcita,"advertising, analytics, services"
contact information,we,
