data_type,collector,purpose
UNSPECIFIED_DATA,we,"security, services"
UNSPECIFIED_DATA,we,"security, services, legal, advertising, analytics"
activity,we,"security, services, legal, advertising, analytics"
behavioral datum of device usage on site,we,"security, services, legal, advertising, analytics"
call recording datum,we,"security, services, legal, advertising, analytics"
call recording datum from sale,we,"security, services, legal, advertising, analytics"
computer application,we,"security, services, legal, advertising, analytics"
content area,we,"security, services, legal, advertising, analytics"
cookie / pixel tag,advertiser,services
cookie / pixel tag,we,"security, services"
cookie / pixel tag,we,"security, services, legal, advertising, analytics"
date,we,"security, services, legal, advertising, analytics"
demographic attribute,we,"security, services, legal, advertising, analytics"
device identifier,advertiser,services
device identifier,we,"security, services, legal, advertising, analytics"
device type,we,"security, services, legal, advertising, analytics"
email address,we,"security, services, legal, advertising, analytics"
financial detail,we,"security, services, legal, advertising, analytics"
geolocation,we,"security, services, legal, advertising, analytics"
information about attendance,UNSPECIFIED_ACTOR,
information about attendance,we,"security, services, legal, advertising, analytics"
information about device,we,"security, services, legal, advertising, analytics"
information about you,UNSPECIFIED_ACTOR,
information about you,conference sponsor,
information about you,we,"security, services, legal"
information about you,we,"security, services, legal, advertising, analytics"
information about you collect from you,we,"security, services, legal, advertising, analytics"
information about you gather in relation to event,we,"security, services, legal, advertising, analytics"
information you provide on public social medium profile relate to professional history as linkedin,we,"security, services, legal, advertising, analytics"
name of ceo,UNSPECIFIED_ACTOR,"advertising, legal, security, services"
name of ceo,we,"security, services, legal, advertising, analytics"
name of ceo be,UNSPECIFIED_ACTOR,"advertising, legal, security, services"
name of ceo be,we,"security, services, legal, advertising, analytics"
payment method,we,"security, services, legal, advertising, analytics"
person name,we,"security, services, legal, advertising, analytics"
personal information for marketing activity include event,we,"security, services, legal, advertising, analytics"
personal information provide,we,"security, services, legal, advertising, analytics"
phone number,we,"security, services, legal, advertising, analytics"
photograph,we,"security, services, legal, advertising, analytics"
postal address,we,"security, services, legal, advertising, analytics"
preferred language,we,"security, services, legal, advertising, analytics"
professional affiliation,we,"security, services, legal, advertising, analytics"
publicly available company information,we,"security, services, legal, advertising, analytics"
publicly available name of company director,we,"security, services, legal, advertising, analytics"
record of deletion,we,"security, services, legal, advertising, analytics"
role within company,we,"security, services, legal, advertising, analytics"
screen resolution,we,"security, services, legal, advertising, analytics"
site use datum,we,"security, services, legal, advertising, analytics"
size,we,"security, services, legal, advertising, analytics"
social media,we,"security, services, legal, advertising, analytics"
social medium post,we,"security, services, legal, advertising, analytics"
source,UNSPECIFIED_ACTOR,"advertising, legal, security, services"
source,we,"security, services, legal, advertising, analytics"
specific piece,UNSPECIFIED_ACTOR,"advertising, legal, security, services"
specific piece,we,"security, services, legal, advertising, analytics"
testimonial,we,"security, services, legal, advertising, analytics"
website management,UNSPECIFIED_ACTOR,"advertising, legal, security, services"
website management,we,"security, services, legal, advertising, analytics"
website on oracle.com,we,"security, services, legal, advertising, analytics"
work history,we,"security, services, legal, advertising, analytics"
