data_type,collector,purpose
UNSPECIFIED_DATA,we,
alias,UNSPECIFIED_ACTOR,services
alias,Wix.com,
alias,law enforcement official,
alias,party involve in event,
alias,service provider,
alias,social media,
alias,we,"security, services, advertising, analytics, legal"
alias,wix,services
alias,wix services,
alias,wix subsidiary,services
audio information,UNSPECIFIED_ACTOR,services
audio information,Wix.com,
audio information,law enforcement official,
audio information,party involve in event,
audio information,service provider,
audio information,social media,
audio information,we,
audio information,we,"security, services, advertising, analytics, legal"
audio information,wix,services
audio information,wix services,
audio information,wix subsidiary,services
click stream activity on service,we,
coarse geolocation,UNSPECIFIED_ACTOR,services
coarse geolocation,Wix.com,
coarse geolocation,law enforcement official,
coarse geolocation,party involve in event,
coarse geolocation,service provider,
coarse geolocation,social media,
coarse geolocation,we,
coarse geolocation,we,"security, services, advertising, analytics, legal"
coarse geolocation,wix,services
coarse geolocation,wix services,
coarse geolocation,wix subsidiary,services
commercial information,UNSPECIFIED_ACTOR,services
commercial information,Wix.com,
commercial information,law enforcement official,
commercial information,party involve in event,
commercial information,service provider,
commercial information,social media,
commercial information,we,
commercial information,we,"security, services, advertising, analytics, legal"
commercial information,wix,services
commercial information,wix services,
commercial information,wix subsidiary,services
cookie / pixel tag,UNSPECIFIED_ACTOR,
cookie / pixel tag,we,
date time stamp,we,
datum about individual across world,wix,
email address,UNSPECIFIED_ACTOR,services
email address,Wix.com,
email address,law enforcement official,
email address,party involve in event,
email address,service provider,
email address,social media,
email address,we,security
email address,we,"security, services, advertising, analytics, legal"
email address,wix,services
email address,wix services,
email address,wix subsidiary,services
inference draw from above information,UNSPECIFIED_ACTOR,services
inference draw from above information,Wix.com,
inference draw from above information,law enforcement official,
inference draw from above information,party involve in event,
inference draw from above information,service provider,
inference draw from above information,social media,
inference draw from above information,we,security
inference draw from above information,we,"security, services, advertising, analytics, legal"
inference draw from above information,wix,services
inference draw from above information,wix services,
inference draw from above information,wix subsidiary,services
information we collect,UNSPECIFIED_ACTOR,services
information we collect,Wix.com,
information we collect,law enforcement official,
information we collect,party involve in event,
information we collect,service provider,
information we collect,social media,
information we collect,we,"security, services, advertising, analytics, legal"
information we collect,wix,services
information we collect,wix services,
information we collect,wix subsidiary,services
information we collect from source,UNSPECIFIED_ACTOR,services
information we collect from source,Wix.com,
information we collect from source,law enforcement official,
