data_type,collector,purpose
UNSPECIFIED_DATA,we,"analytics, legal, services"
billing,we,"analytics, legal, services"
blog url,medicarepro crm,"analytics, security, services"
client information,applicable subscriber,
computer browser information,we,"analytics, legal, services, security"
contact information,we,"analytics, legal, services, security, advertising"
cookie / pixel tag,medicarepro crm,"analytics, security, services"
cookie / pixel tag,we,"analytics, legal, services, security, advertising"
date of birth,medicarepro crm,"analytics, security, services"
datum we hold on they,we,"analytics, legal, services, security, advertising"
email address,medicarepro crm,"analytics, security, services"
email address,we,"analytics, legal, services, security, advertising"
information about internet address,we,"analytics, legal, services, security, advertising"
information about you,we,"analytics, legal, services, security, advertising"
information target to account,we,"analytics, legal, services, security, advertising"
information we collect from you as part of normal operation of site,we,"analytics, legal, services, security, advertising"
instant messenger nickname,medicarepro crm,"analytics, security, services"
ip address,we,"analytics, legal, services, security, advertising"
order number,we,"analytics, legal, services, security, advertising"
person name,medicarepro crm,"analytics, security, services"
personal information,service of affiliate,
personal information,we,"analytics, legal, services, security, advertising"
personal information obtain from current activity on site,we,"analytics, legal, services, security, advertising"
personal preference,medicarepro crm,"analytics, security, services"
phone number,medicarepro crm,"analytics, security, services"
phone number,we,"analytics, legal, services, security, advertising"
postal address,medicarepro crm,"analytics, security, services"
postal address,we,"analytics, legal, services, security, advertising"
product selection,we,"analytics, legal, services, security, advertising"
ssn,medicarepro crm,"analytics, security, services"
survey response,medicarepro crm,"analytics, security, services"
transaction,medicarepro crm,"analytics, security, services"
url you come from,we,"analytics, legal, services, security, advertising"
zip code,medicarepro crm,"analytics, security, services"
