data_type,collector,purpose
Facebook,auth provider,
Facebook,social media,
Facebook,we,"legal, security, analytics, services, advertising"
Twitter,auth provider,
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,advertising
UNSPECIFIED_DATA,authorized affiliate,
UNSPECIFIED_DATA,authorized personnel,
UNSPECIFIED_DATA,bigtincan,
UNSPECIFIED_DATA,company we hire,
UNSPECIFIED_DATA,comparenetworks,"advertising, analytics, services"
UNSPECIFIED_DATA,service provider,
UNSPECIFIED_DATA,site from comparenetworks page take you outside service,
UNSPECIFIED_DATA,we,"legal, security"
access status http status code,voicevibes,
activate button,plug in provider,
aggregate / deidentified / pseudonymized information,advertiser,
aggregate / deidentified / pseudonymized information,business partner,
aggregate / deidentified / pseudonymized information,comparenetworks,"advertising, analytics, services"
aggregate / deidentified / pseudonymized information,sponsor,
aggregate / deidentified / pseudonymized information,we,"legal, security, analytics, services, advertising"
audio file,we,"legal, security"
audio recording,we,"legal, security, analytics, services"
biometric information,Google,
biometric information,Personal Information Privacy and Security Association (Vancouver),
biometric information,UNSPECIFIED_ACTOR,"advertising, analytics"
biometric information,bigtincan,"services, analytics, advertising"
biometric information,brainshark,
biometric information,company help,
biometric information,data aggregator,
biometric information,provider of plug- ins,
biometric information,respective plug in provider,
biometric information,service provider,
biometric information,site from comparenetworks page take you outside service,
biometric information,voicevibes,
biometric information,we,"legal, security, analytics, services, advertising"
browser type,we,"legal, security, analytics, services"
clickstream datum analyze trend in aggregate,we,"legal, security, analytics, services"
commercial information,Google,
commercial information,Personal Information Privacy and Security Association (Vancouver),
commercial information,UNSPECIFIED_ACTOR,"advertising, analytics"
commercial information,bigtincan,"services, analytics, advertising"
commercial information,brainshark,
commercial information,company help,
commercial information,data aggregator,
commercial information,provider of plug- ins,
commercial information,respective plug in provider,
commercial information,service provider,
commercial information,site from comparenetworks page take you outside service,
commercial information,voicevibes,
commercial information,we,"legal, security, analytics, services, advertising"
company name,we,"legal, security, analytics, services, advertising"
cookie / pixel tag,UNSPECIFIED_ACTOR,"advertising, analytics"
cookie / pixel tag,advertiser,"advertising, analytics"
cookie / pixel tag,analytic provider,services
cookie / pixel tag,bigtincan,"services, analytics"
cookie / pixel tag,comparenetworks,"advertising, analytics, services"
cookie / pixel tag,we,"legal, security, analytics, services, advertising"
cost estimate,we,"legal, security, analytics, services, advertising"
date time stamp,we,"legal, security, analytics, services, advertising"
datum about transmission,we,"legal, security, analytics, services, advertising"
datum about visitor,bigtincan,"services, analytics"
datum about you as user,youtube,
datum anonymize,we,"legal, security, analytics, services, advertising"
datum collect about you,plug in provider,
datum identify you,we,"legal, security, analytics, services, advertising"
datum you provide,we,"legal, security, analytics, services, advertising"
demographic information about user base as whole,UNSPECIFIED_ACTOR,"advertising, analytics"
demographic information about user base as whole,bigtincan,"services, analytics"
display notification on voicevibes website,we,"legal, security, analytics, services, advertising"
email address,Google,
email address,Personal Information Privacy and Security Association (Vancouver),
email address,UNSPECIFIED_ACTOR,"advertising, analytics"
email address,bigtincan,services
email address,bigtincan,"services, analytics"
email address,bigtincan,"services, analytics, advertising"
email address,brainshark,
email address,company help,
email address,comparenetworks,"advertising, analytics, services"
email address,data aggregator,
email address,provider of plug- ins,
email address,respective plug in provider,
email address,service provider,
email address,site from comparenetworks page take you outside service,
email address,track system,
email address,voicevibes,
email address,we,"legal, security, analytics, services, advertising"
file view on site,we,"legal, security, analytics, services, advertising"
