data_type,collector,purpose
access,coso,
business partner,coso,
independent contractor,coso,
only personal data be,coso,
personal data need,coso,
personal information,UNSPECIFIED_ACTOR,
personal information,accountant,
personal information,auditor,
personal information,benefit vendor,
personal information,consultant,
personal information,coso,
personal information,designate representative,
personal information,entity data subject authorize,
personal information,financial service vendor,
personal information,lawyer,
personal information,we,
sub,coso,
