data_type,collector,purpose
UNSPECIFIED_DATA,ats,"advertising, analytics, services"
UNSPECIFIED_DATA,domain administrator,"analytics, legal, security, services"
UNSPECIFIED_DATA,we,"advertising, analytics, security, services"
application version number,we,"advertising, analytics, security, services"
browser extension,we,"advertising, analytics, security, services, legal"
browser type,we,"advertising, analytics, security, services"
browser web storage,we,"advertising, analytics, security, services, legal"
carrier name,we,"advertising, analytics, security, services, legal"
contact information,trust business partner,"security, services"
contact information,we,"advertising, analytics, security, services"
contact information,we,"advertising, analytics, security, services, legal"
cookie / pixel tag,we,"advertising, analytics, security, services"
crash report,we,"advertising, analytics, security, services"
data we collect,we,"advertising, analytics, security, services"
date,we,"advertising, analytics, security, services"
datum about interaction with candidate,we,"advertising, analytics, security, services"
datum about visit to service,we,"advertising, analytics, security, services"
device type,we,"advertising, analytics, security, services"
email address,candidate,
email address,we,"advertising, analytics, security, services"
email address,we,"advertising, analytics, security, services, legal"
geolocation,we,"advertising, analytics, security, services"
guide account,we,"advertising, analytics, security, services"
guide sending activity,we,"advertising, analytics, security, services"
guide.co,we,"advertising, analytics, security, services, legal"
identifier,we,"advertising, analytics, security, services"
information about candidate,guide,
internet activity,we,"advertising, analytics, security, services"
internet activity,we,"advertising, analytics, security, services, legal"
ip address,we,"advertising, analytics, security, services"
non-personal information,UNSPECIFIED_ACTOR,
non-personal information,advertiser,
non-personal information,developer,
non-personal information,we,"advertising, analytics, security, services, legal"
operate system,we,"advertising, analytics, security, services, legal"
person name,trust business partner,"security, services"
person name,we,"advertising, analytics, security, services, legal"
phone number,we,"advertising, analytics, security, services, legal"
record of request,we,"advertising, analytics, security, services, legal"
server around world,we,"advertising, analytics, security, services, legal"
server log,we,"advertising, analytics, security, services, legal"
setting,we,"advertising, analytics, security, services, legal"
social profile url,we,"advertising, analytics, security, services, legal"
subdomain,we,"advertising, analytics, security, services, legal"
successor,we,"advertising, analytics, security, services, legal"
third party app datum you sync with guide account,we,"advertising, analytics, security, services"
time,we,"advertising, analytics, security, services"
