data_type,collector,purpose
Algolia,3rd party platform,
FullStory,3rd party platform,
Mixpanel,3rd party platform,
Persistent Systems,3rd party platform,
UNSPECIFIED_DATA,3rd party platform,
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,
UNSPECIFIED_DATA,reseller,
UNSPECIFIED_DATA,we,
aggregate / deidentified / pseudonymized information,we,
asset,we,"services, advertising, analytics, security"
browsing / search history,analytic provider,
business card,we,
cello,3rd party platform,
clearbit,3rd party platform,
contact information,we,
contact information,we,"services, advertising, analytics"
cookie / pixel tag,we,services
demographic information,we,services
email address,3rd party platform,
email address,UNSPECIFIED_ACTOR,"security, services"
email address,entity of guidde group,"security, services"
email address,guidde inc,"security, services"
email address,we,"services, advertising"
email address,we,"services, advertising, analytics, security"
hubspot,3rd party platform,
information about use of website,we,"services, advertising"
information we get from google analytics,we,"services, advertising"
internet activity,analytic provider,
log file,we,"services, advertising, analytics"
mailchimp,3rd party platform,
mixpane,3rd party platform,
person name,3rd party platform,
person name,UNSPECIFIED_ACTOR,"security, services"
person name,entity of guidde group,"security, services"
person name,guidde inc,"security, services"
person name,we,"services, advertising, analytics"
person name,we,"services, advertising, analytics, security"
personal identifier,analytic provider,
request,we,"services, advertising, analytics, security"
salesforce,3rd party platform,
segment,3rd party platform,
segmentl,3rd party platform,
share,we,"services, advertising, analytics, security"
specific personal datum we collect,we,"services, advertising, analytics, security"
table of content,we,"services, advertising, analytics, security"
