data_type,collector,purpose
UNSPECIFIED_DATA,Google,analytics
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,
UNSPECIFIED_DATA,business partner,advertising
UNSPECIFIED_DATA,contractor,
UNSPECIFIED_DATA,service provider,
UNSPECIFIED_DATA,we,"advertising, analytics, legal, security, services"
activity in services,we,"advertising, analytics, legal, security, services"
browser characteristic,we,"advertising, analytics, legal, security, services"
browser type,we,"advertising, analytics, legal, security, services"
coarse geolocation,we,"advertising, analytics, legal, security, services"
collect personal information,we,"advertising, analytics, legal, security, services"
cookie / pixel tag,we,"advertising, analytics, legal, security, services"
date time stamp associate with usage,we,"advertising, analytics, legal, security, services"
device identification number,we,"advertising, analytics, legal, security, services"
device name,we,"advertising, analytics, legal, security, services"
educateme inc.,we,"advertising, analytics, legal, security, services"
file,we,"advertising, analytics, legal, security, services"
geolocation,we,"advertising, analytics, legal, security, services"
hardware model,we,"advertising, analytics, legal, security, services"
information about,we,"advertising, analytics, legal, security, services"
information about you,we,"advertising, analytics, legal, security, services"
information in specific situation describe in section,UNSPECIFIED_ACTOR,
information in specific situation describe in section,we,"advertising, analytics, legal, security, services"
information we receive,we,"advertising, analytics, legal, security, services"
input,ai service providers,
ip address,we,"advertising, analytics, legal, security, services"
language preference,we,"advertising, analytics, legal, security, services"
operating system,we,"advertising, analytics, legal, security, services"
option,we,"advertising, analytics, legal, security, services"
output,ai service providers,
payment datum,Stripe,
payment instrument number,we,"advertising, analytics, legal, security, services"
personal information,ai service providers,
personal information,service provider,
personal information,we,"advertising, analytics, legal, security, services"
personal information provide in request,we,"advertising, analytics, legal, security, services"
personal information you send to we,we,"advertising, analytics, legal, security, services"
preference,we,"advertising, analytics, legal, security, services"
profile information,we,"advertising, analytics, legal, security, services"
profile information about you,we,"advertising, analytics, legal, security, services"
refer url,we,"advertising, analytics, legal, security, services"
security code associate with payment instrument,we,"advertising, analytics, legal, security, services"
setting,we,"advertising, analytics, legal, security, services"
system configuration information,we,"advertising, analytics, legal, security, services"
technical information,we,"advertising, analytics, legal, security, services"
