data_type,collector,purpose
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,
UNSPECIFIED_DATA,we,"advertising, analytics, legal, security, services"
access,we,"advertising, analytics, legal, security, services"
calendar datum,we,"advertising, analytics, legal, security, services"
calendar datum for meeting scheduling tracking,we,"advertising, analytics, legal, security, services"
contact information,we,"advertising, analytics, legal, security, services"
content,we,"advertising, analytics, legal, security, services"
conversation information for sale opportunity tracking,we,"advertising, analytics, legal, security, services"
cookie / pixel tag,we,"advertising, analytics, legal, security, services"
credit / debit card number,we,"advertising, analytics, legal, security, services"
email address,we,"advertising, analytics, legal, security, services"
email attachment,we,"advertising, analytics, legal, security, services"
email content,we,"advertising, analytics, legal, security, services"
email datum,we,"advertising, analytics, legal, security, services"
email thread,we,"advertising, analytics, legal, security, services"
enterprise grade encryption,we,"advertising, analytics, legal, security, services"
google drive document for meeting note,we,"advertising, analytics, legal, security, services"
google user datum,trust service provider who need access to information,
google user datum,we,"advertising, analytics, legal, security, services"
information we receive,we,"advertising, analytics, legal, security, services"
metadata,we,"advertising, analytics, legal, security, services"
option,we,"advertising, analytics, legal, security, services"
payment data,Stripe,
person name,we,"advertising, analytics, legal, security, services"
personal information,service provider,
personal information,we,"advertising, analytics, legal, security, services"
personal information provide in request,we,"advertising, analytics, legal, security, services"
photo,we,"advertising, analytics, legal, security, services"
process analytic datum,we,"advertising, analytics, legal, security, services"
profile information,we,"advertising, analytics, legal, security, services"
profile information about you,we,"advertising, analytics, legal, security, services"
result insight,we,"advertising, analytics, legal, security, services"
security code associate with payment instrument,we,"advertising, analytics, legal, security, services"
strict access control,we,"advertising, analytics, legal, security, services"
verification method,we,"advertising, analytics, legal, security, services"
